CompanyNumber,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4
13155371,WN8 8NY,Private Limited Company,Active,United Kingdom,NA,2021-01-25,49410 - Freight transport by road,70229 - Management consultancy activities other than financial management,77120 - Renting and leasing of trucks and other heavy vehicles,
13122615,OX33 1HF,Private Limited Company,Active,United Kingdom,NA,2021-01-08,27900 - Manufacture of other electrical equipment,,,
13115277,DH5 8BY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,2021-01-06,93120 - Activities of sport clubs,,,
13121390,SA71 5AT,Private Limited Company,Active,United Kingdom,NA,2021-01-08,64991 - Security dealing on own account,66120 - Security and commodity contracts dealing activities,,
13165178,WC2A 2JR,Private Limited Company,Active,United Kingdom,NA,2021-01-28,47910 - Retail sale via mail order houses or via Internet,82990 - Other business support service activities n.e.c.,,
13111191,NW1 0HX,Community Interest Company,Active,United Kingdom,NA,2021-01-04,85510 - Sports and recreation education,,,
13139032,HP20 1FZ,Private Limited Company,Active,United Kingdom,NA,2021-01-18,46420 - Wholesale of clothing and footwear,,,
13166882,PE1 5ED,Private Limited Company,Active,United Kingdom,NA,2021-01-29,86900 - Other human health activities,,,
13165387,CV31 1XT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,2021-01-28,63990 - Other information service activities n.e.c.,72200 - Research and experimental development on social sciences and humanities,"74909 - Other professional, scientific and technical activities n.e.c.",
13123187,PR1 8NA,Private Limited Company,Active,United Kingdom,NA,2021-01-08,99999 - Dormant Company,,,
13109399,SS16 5EJ,Private Limited Company,Active,United Kingdom,NA,2021-01-04,86220 - Specialists medical practice activities,86900 - Other human health activities,,
13150317,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-21,81210 - General cleaning of buildings,,,
13152719,RH2 9AE,Private Limited Company,Active,United Kingdom,NA,2021-01-22,73110 - Advertising agencies,,,
13117876,NN1 5DL,Private Limited Company,Active,United Kingdom,NA,2021-01-06,82301 - Activities of exhibition and fair organisers,,,
13141593,SE18 3DN,Private Limited Company,Active,United Kingdom,NA,2021-01-18,81222 - Specialised cleaning services,81299 - Other cleaning services,,
SC686257,DD10 9DF,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,2021-01-18,96020 - Hairdressing and other beauty treatment,,,
13156595,WC1N 3AX,Private Limited Company,Active,United Kingdom,NA,2021-01-25,64209 - Activities of other holding companies n.e.c.,,,
13135086,SK6 6DE,Private Limited Company,Active,United Kingdom,NA,2021-01-14,56101 - Licensed restaurants,,,
13111117,SN6 6LX,Private Limited Company,Active,United Kingdom,NA,2021-01-04,56210 - Event catering activities,,,
13150613,BN43 6GA,Private Limited Company,Active,United Kingdom,NA,2021-01-21,56103 - Take-away food shops and mobile food stands,,,
13114816,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-05,38120 - Collection of hazardous waste,,,
13124139,SE9 5DR,Private Limited Company,Active,United Kingdom,NA,2021-01-11,56101 - Licensed restaurants,,,
13161328,IG1 2TP,Private Limited Company,Active,United Kingdom,NA,2021-01-27,47910 - Retail sale via mail order houses or via Internet,,,
13115390,NR31 0PG,Private Limited Company,Active,United Kingdom,NA,2021-01-06,56101 - Licensed restaurants,,,
